date,neg,neu,pos,compound
2020-12-31,0.276,0.724,0.0,-0.4939
2021-01-01,0.0,1.0,0.0,0.0
2021-01-02,0.281,0.719,0.0,-0.5994
2021-01-03,0.0,0.89,0.11,0.2732
2021-01-04,0.0,0.808,0.192,0.4754
2021-01-05,0.0,1.0,0.0,0.0
2021-01-06,0.0,1.0,0.0,0.0
2021-01-07,0.0,0.811,0.189,0.2732
2021-01-08,0.0,1.0,0.0,0.0
2021-01-09,0.0,1.0,0.0,0.0
2021-01-10,0.0,1.0,0.0,0.0
2021-01-11,0.0,1.0,0.0,0.0
2021-01-12,0.0,1.0,0.0,0.0
2021-01-14,0.0,1.0,0.0,0.0
2021-01-15,0.0,0.881,0.119,0.2263
2021-01-16,0.0,1.0,0.0,0.0
2021-01-17,0.0,0.68,0.32,0.5106
2021-01-18,0.0,1.0,0.0,0.0
2021-01-19,0.276,0.724,0.0,-0.6369
2021-01-20,0.0,0.906,0.094,0.2415
2021-01-21,0.0,0.0,0.0,0.0
2021-01-22,0.0,0.763,0.237,0.5204
2021-01-23,0.255,0.745,0.0,-0.4767
2021-01-24,0.0,0.863,0.137,0.4019
2021-01-25,0.0,1.0,0.0,0.0
2021-01-26,0.088,0.741,0.171,0.4215
2021-01-27,0.0,1.0,0.0,0.0
2021-01-28,0.437,0.563,0.0,-0.7351
2021-01-29,0.25,0.75,0.0,-0.25
2021-01-30,0.119,0.881,0.0,-0.2263
2021-01-31,0.213,0.787,0.0,-0.2263
2021-02-01,0.0,1.0,0.0,0.0
2021-02-02,0.0,0.816,0.184,0.5574
2021-02-03,0.0,0.889,0.111,0.25
2021-02-04,0.0,1.0,0.0,0.0
2021-02-05,0.344,0.656,0.0,-0.6369
2021-02-06,0.276,0.724,0.0,-0.6369
2021-02-07,0.0,1.0,0.0,0.0
2021-02-08,0.0,1.0,0.0,0.0
2021-02-09,0.0,1.0,0.0,0.0
2021-02-10,0.079,0.727,0.194,0.4404
2021-02-11,0.0,0.708,0.292,0.5106
2021-02-12,0.0,1.0,0.0,0.0
2021-02-13,0.244,0.756,0.0,-0.4404
2021-02-14,0.0,1.0,0.0,0.0
2021-02-15,0.0,1.0,0.0,0.0
2021-02-16,0.0,0.575,0.425,0.8625
2021-02-17,0.224,0.776,0.0,-0.3818
2021-02-18,0.0,1.0,0.0,0.0
2021-02-19,0.0,1.0,0.0,0.0
2021-02-20,0.0,0.897,0.103,0.3182
2021-02-21,0.0,1.0,0.0,0.0
2021-02-22,0.055,0.625,0.32,0.7783
2021-02-23,0.0,0.839,0.161,0.3182
2021-02-24,0.26,0.52,0.22,-0.1002
2021-02-25,0.0,1.0,0.0,0.0
2021-02-26,0.0,1.0,0.0,0.0
2021-02-27,0.0,1.0,0.0,0.0
2021-02-28,0.0,1.0,0.0,0.0
2021-03-01,0.097,0.903,0.0,-0.1027
2021-03-02,0.0,1.0,0.0,0.0
2021-03-03,0.333,0.667,0.0,-0.7184
2021-03-04,0.168,0.687,0.145,-0.0772
2021-03-05,0.0,1.0,0.0,0.0
2021-03-06,0.153,0.847,0.0,-0.4019
2021-03-07,0.0,1.0,0.0,0.0
2021-03-08,0.0,1.0,0.0,0.0
2021-03-09,0.0,0.0,0.0,0.0
2021-03-10,0.0,1.0,0.0,0.0
2021-03-11,0.357,0.643,0.0,-0.7269
2021-03-12,0.125,0.875,0.0,-0.25
2021-03-13,0.125,0.875,0.0,-0.25
2021-03-14,0.0,0.872,0.128,0.296
2021-03-15,0.0,1.0,0.0,0.0
2021-03-16,0.0,0.0,0.0,0.0
2021-03-17,0.0,0.696,0.304,0.7184
2021-03-18,0.0,1.0,0.0,0.0
2021-03-19,0.0,1.0,0.0,0.0
2021-03-20,0.0,1.0,0.0,0.0
2021-03-21,0.0,1.0,0.0,0.0
2021-03-22,0.0,1.0,0.0,0.0
2021-03-23,0.125,0.68,0.195,0.3054
2021-03-24,0.0,1.0,0.0,0.0
2021-03-25,0.0,1.0,0.0,0.0
2021-03-26,0.0,1.0,0.0,0.0
2021-03-27,0.0,1.0,0.0,0.0
2021-03-28,0.0,1.0,0.0,0.0
2021-03-29,0.0,1.0,0.0,0.0
2021-03-30,0.0,1.0,0.0,0.0
2021-03-31,0.0,0.0,0.0,0.0
2021-04-01,0.0,1.0,0.0,0.0
2021-04-02,0.0,0.877,0.123,0.1027
2021-04-03,0.0,1.0,0.0,0.0
2021-04-04,0.244,0.756,0.0,-0.4404
2021-04-05,0.0,0.0,0.0,0.0
2021-04-06,0.0,0.722,0.278,0.4019
2021-04-07,0.0,1.0,0.0,0.0
2021-04-08,0.192,0.583,0.225,0.2023
2021-04-09,0.0,0.865,0.135,0.4215
2021-04-10,0.114,0.886,0.0,-0.4019
2021-04-11,0.0,1.0,0.0,0.0
2021-04-12,0.0,0.816,0.184,0.4019
2021-04-13,0.0,1.0,0.0,0.0
2021-04-14,0.0,1.0,0.0,0.0
2021-04-15,0.0,1.0,0.0,0.0
2021-04-16,0.073,0.733,0.194,0.5106
2021-04-17,0.0,1.0,0.0,0.0
2021-04-18,0.0,0.783,0.217,0.3612
2021-04-19,0.0,1.0,0.0,0.0
2021-04-20,0.157,0.843,0.0,-0.4215
2021-04-21,0.0,1.0,0.0,0.0
2021-04-22,0.0,0.821,0.179,0.5719
2021-04-23,0.0,0.714,0.286,0.4215
2021-04-24,0.0,0.789,0.211,0.34
2021-04-25,0.0,0.748,0.252,0.4019
2021-04-26,0.0,1.0,0.0,0.0
2021-04-27,0.0,1.0,0.0,0.0
2021-04-28,0.0,1.0,0.0,0.0
2021-04-29,0.0,1.0,0.0,0.0
2021-04-30,0.0,0.769,0.231,0.6369
2021-05-01,0.145,0.855,0.0,-0.296
2021-05-02,0.0,0.828,0.172,0.4019
2021-05-03,0.0,1.0,0.0,0.0
2021-05-04,0.0,1.0,0.0,0.0
2021-05-05,0.0,0.857,0.143,0.128
2021-05-06,0.0,1.0,0.0,0.0
2021-05-07,0.0,1.0,0.0,0.0
2021-05-08,0.0,0.625,0.375,0.6369
2021-05-09,0.0,1.0,0.0,0.0
2021-05-10,0.0,1.0,0.0,0.0
2021-05-11,0.0,0.899,0.101,0.2263
2021-05-12,0.0,0.704,0.296,0.6369
2021-05-13,0.0,1.0,0.0,0.0
2021-05-14,0.0,1.0,0.0,0.0
2021-05-15,0.206,0.794,0.0,-0.6369
2021-05-16,0.245,0.755,0.0,-0.6739
2021-05-17,0.0,1.0,0.0,0.0
2021-05-18,0.0,0.816,0.184,0.2023
2021-05-19,0.0,1.0,0.0,0.0
2021-05-20,0.147,0.784,0.069,-0.3818
2021-05-21,0.0,1.0,0.0,0.0
2021-05-22,0.231,0.769,0.0,-0.7014
2021-05-23,0.0,0.769,0.231,0.4019
2021-05-24,0.0,1.0,0.0,0.0
2021-05-25,0.0,1.0,0.0,0.0
2021-05-26,0.0,1.0,0.0,0.0
2021-05-27,0.0,1.0,0.0,0.0
2021-05-28,0.0,0.872,0.128,0.296
2021-05-29,0.127,0.873,0.0,-0.2584
2021-05-30,0.0,1.0,0.0,0.0
2021-05-31,0.0,0.588,0.412,0.6369
2021-06-01,0.0,1.0,0.0,0.0
2021-06-02,0.177,0.823,0.0,-0.4215
2021-06-03,0.104,0.896,0.0,-0.1027
2021-06-04,0.0,1.0,0.0,0.0
2021-06-05,0.0,1.0,0.0,0.0
2021-06-06,0.0,0.787,0.213,0.4019
2021-06-07,0.0,1.0,0.0,0.0
2021-06-08,0.0,1.0,0.0,0.0
2021-06-09,0.0,1.0,0.0,0.0
2021-06-10,0.0,1.0,0.0,0.0
2021-06-11,0.0,0.928,0.072,0.1027
2021-06-12,0.0,1.0,0.0,0.0
2021-06-13,0.097,0.903,0.0,-0.128
2021-06-14,0.076,0.924,0.0,-0.1027
2021-06-15,0.0,1.0,0.0,0.0
2021-06-16,0.0,1.0,0.0,0.0
2021-06-17,0.0,1.0,0.0,0.0
2021-06-18,0.0,0.556,0.444,0.6808
2021-06-19,0.075,0.755,0.17,0.3612
2021-06-20,0.144,0.769,0.087,-0.2732
2021-06-21,0.0,0.73,0.27,0.8126
2021-06-22,0.0,1.0,0.0,0.0
2021-06-23,0.098,0.902,0.0,-0.34
2021-06-24,0.0,0.828,0.172,0.3612
2021-06-25,0.0,1.0,0.0,0.0
2021-06-26,0.0,0.784,0.216,0.5106
2021-06-27,0.557,0.443,0.0,-0.8316
2021-06-28,0.0,1.0,0.0,0.0
2021-06-29,0.0,1.0,0.0,0.0
2021-06-30,0.125,0.62,0.255,0.5226
2021-07-01,0.0,1.0,0.0,0.0
2021-07-02,0.0,0.606,0.394,0.6369
2021-07-03,0.0,0.748,0.252,0.4019
2021-07-04,0.0,0.867,0.133,0.3182
2021-07-05,0.0,0.796,0.204,0.3182
2021-07-06,0.0,1.0,0.0,0.0
2021-07-07,0.0,0.805,0.195,0.1779
2021-07-08,0.0,1.0,0.0,0.0
2021-07-09,0.0,0.818,0.182,0.4404
2021-07-10,0.0,1.0,0.0,0.0
2021-07-11,0.0,1.0,0.0,0.0
2021-07-12,0.106,0.894,0.0,-0.2263
2021-07-13,0.0,0.797,0.203,0.4215
2021-07-14,0.0,1.0,0.0,0.0
2021-07-15,0.0,0.0,0.0,0.0
2021-07-16,0.256,0.744,0.0,-0.7014
2021-07-17,0.0,1.0,0.0,0.0
2021-07-18,0.0,1.0,0.0,0.0
2021-07-19,0.175,0.825,0.0,-0.5267
2021-07-20,0.0,0.621,0.379,0.6705
2021-07-21,0.0,1.0,0.0,0.0
2021-07-22,0.0,1.0,0.0,0.0
2021-07-23,0.0,0.826,0.174,0.2732
2021-07-24,0.0,1.0,0.0,0.0
2021-07-25,0.0,1.0,0.0,0.0
2021-07-26,0.082,0.76,0.158,0.3182
2021-07-27,0.0,0.776,0.224,0.3818
2021-07-28,0.0,0.884,0.116,0.1779
2021-07-29,0.08,0.92,0.0,-0.1027
2021-07-30,0.157,0.843,0.0,-0.4215
2021-07-31,0.0,1.0,0.0,0.0
2021-08-01,0.0,1.0,0.0,0.0
2021-08-02,0.265,0.735,0.0,-0.3818
2021-08-03,0.226,0.774,0.0,-0.5423
2021-08-04,0.459,0.541,0.0,-0.5267
2021-08-05,0.0,1.0,0.0,0.0
2021-08-06,0.0,0.876,0.124,0.34
2021-08-07,0.2,0.583,0.217,0.0516
2021-08-08,0.217,0.783,0.0,-0.3612
2021-08-09,0.0,1.0,0.0,0.0
2021-08-10,0.0,0.851,0.149,0.4215
2021-08-11,0.247,0.659,0.093,-0.4215
2021-08-12,0.0,1.0,0.0,0.0
2021-08-13,0.0,1.0,0.0,0.0
2021-08-14,0.146,0.662,0.192,0.1779
2021-08-15,0.0,1.0,0.0,0.0
2021-08-16,0.0,1.0,0.0,0.0
2021-08-17,0.0,1.0,0.0,0.0
2021-08-18,0.0,1.0,0.0,0.0
2021-08-19,0.0,0.87,0.13,0.2732
2021-08-20,0.0,0.781,0.219,0.6369
2021-08-21,0.0,1.0,0.0,0.0
2021-08-22,0.0,1.0,0.0,0.0
2021-08-23,0.062,0.938,0.0,-0.1027
2021-08-24,0.0,1.0,0.0,0.0
2021-08-25,0.0,1.0,0.0,0.0
2021-08-26,0.0,1.0,0.0,0.0
2021-08-27,0.0,0.876,0.124,0.1779
2021-08-28,0.0,1.0,0.0,0.0
2021-08-29,0.0,0.882,0.118,0.25
2021-08-30,0.0,0.816,0.184,0.4019
2021-08-31,0.107,0.687,0.206,0.3182
2021-09-01,0.121,0.879,0.0,-0.296
2021-09-02,0.0,0.776,0.224,0.3818
2021-09-03,0.0,0.776,0.224,0.3818
2021-09-04,0.0,1.0,0.0,0.0
2021-09-05,0.14,0.86,0.0,-0.3818
2021-09-06,0.128,0.872,0.0,-0.2263
2021-09-07,0.0,1.0,0.0,0.0
2021-09-08,0.0,1.0,0.0,0.0
2021-09-09,0.0,1.0,0.0,0.0
2021-09-10,0.0,1.0,0.0,0.0
2021-09-11,0.0,1.0,0.0,0.0
2021-09-12,0.0,1.0,0.0,0.0
2021-09-13,0.0,1.0,0.0,0.0
2021-09-14,0.0,1.0,0.0,0.0
2021-09-15,0.0,1.0,0.0,0.0
2021-09-16,0.0,1.0,0.0,0.0
2021-09-17,0.0,0.901,0.099,0.2714
2021-09-18,0.0,0.811,0.189,0.6369
2021-09-19,0.298,0.702,0.0,-0.1779
2021-09-20,0.0,1.0,0.0,0.0
2021-09-21,0.0,1.0,0.0,0.0
2021-09-22,0.0,0.656,0.344,0.6369
2021-09-23,0.0,1.0,0.0,0.0
2021-09-24,0.0,1.0,0.0,0.0
2021-09-25,0.125,0.875,0.0,-0.25
2021-09-26,0.0,1.0,0.0,0.0
2021-09-27,0.0,0.781,0.219,0.6369
2021-09-28,0.0,1.0,0.0,0.0
2021-09-29,0.0,1.0,0.0,0.0
2021-09-30,0.0,0.777,0.223,0.3182
2021-10-01,0.0,1.0,0.0,0.0
2021-10-02,0.0,1.0,0.0,0.0
2021-10-03,0.0,1.0,0.0,0.0
2021-10-04,0.0,1.0,0.0,0.0
2021-10-05,0.322,0.678,0.0,-0.6808
2021-10-06,0.24,0.649,0.11,-0.25
2021-10-07,0.0,1.0,0.0,0.0
2021-10-08,0.0,1.0,0.0,0.0
2021-10-09,0.0,0.698,0.302,0.5994
2021-10-10,0.0,1.0,0.0,0.0
2021-10-11,0.0,1.0,0.0,0.0
2021-10-12,0.0,0.886,0.114,0.2023
2021-10-13,0.0,1.0,0.0,0.0
2021-10-14,0.0,1.0,0.0,0.0
2021-10-15,0.0,0.886,0.114,0.2023
2021-10-16,0.0,1.0,0.0,0.0
2021-10-17,0.0,1.0,0.0,0.0
2021-10-18,0.0,1.0,0.0,0.0
2021-10-19,0.0,1.0,0.0,0.0
2021-10-20,0.0,1.0,0.0,0.0
2021-10-21,0.0,1.0,0.0,0.0
2021-10-22,0.0,1.0,0.0,0.0
2021-10-23,0.0,1.0,0.0,0.0
2021-10-24,0.16,0.84,0.0,-0.2263
2021-10-25,0.0,1.0,0.0,0.0
2021-10-26,0.0,1.0,0.0,0.0
2021-10-27,0.0,1.0,0.0,0.0
2021-10-28,0.0,0.775,0.225,0.4939
2021-10-29,0.0,1.0,0.0,0.0
2021-10-30,0.0,0.0,0.0,0.0
2021-10-31,0.0,1.0,0.0,0.0
2021-11-01,0.0,1.0,0.0,0.0
2021-11-02,0.0,1.0,0.0,0.0
2021-11-03,0.136,0.864,0.0,-0.296
2021-11-04,0.0,1.0,0.0,0.0
2021-11-05,0.0,1.0,0.0,0.0
2021-11-06,0.113,0.887,0.0,-0.4215
2021-11-07,0.0,1.0,0.0,0.0
2021-11-08,0.0,0.543,0.457,0.6369
2021-11-09,0.099,0.901,0.0,-0.3182
2021-11-10,0.0,0.748,0.252,0.5719
2021-11-11,0.0,1.0,0.0,0.0
2021-11-12,0.0,0.704,0.296,0.7096
2021-11-13,0.119,0.678,0.203,0.25
2021-11-14,0.0,1.0,0.0,0.0
2021-11-15,0.173,0.827,0.0,-0.3182
2021-11-16,0.173,0.827,0.0,-0.3182
2021-11-17,0.0,1.0,0.0,0.0
2021-11-18,0.0,0.729,0.271,0.3818
2021-11-19,0.14,0.701,0.159,0.0772
2021-11-20,0.0,0.569,0.431,0.8442
2021-11-21,0.136,0.625,0.239,0.2023
2021-11-22,0.0,1.0,0.0,0.0
2021-11-23,0.0,1.0,0.0,0.0
2021-11-24,0.0,1.0,0.0,0.0
2021-11-25,0.0,1.0,0.0,0.0
2021-11-26,0.0,1.0,0.0,0.0
2021-11-27,0.0,0.657,0.343,0.694
2021-11-28,0.0,1.0,0.0,0.0
2021-11-29,0.0,0.811,0.189,0.6369
2021-11-30,0.0,0.705,0.295,0.5574
2021-12-01,0.0,0.417,0.583,0.6369
2021-12-02,0.0,1.0,0.0,0.0
2021-12-03,0.0,1.0,0.0,0.0
2021-12-04,0.0,0.842,0.158,0.128
2021-12-05,0.0,1.0,0.0,0.0
2021-12-06,0.0,1.0,0.0,0.0
2021-12-07,0.0,1.0,0.0,0.0
2021-12-08,0.0,1.0,0.0,0.0
2021-12-09,0.337,0.663,0.0,-0.765
2021-12-10,0.219,0.781,0.0,-0.5994
2021-12-11,0.192,0.808,0.0,-0.2263
2021-12-12,0.294,0.706,0.0,-0.6124
2021-12-13,0.182,0.699,0.119,-0.2263
2021-12-14,0.0,1.0,0.0,0.0
2021-12-15,0.0,0.902,0.098,0.0772
2021-12-16,0.107,0.893,0.0,-0.34
2021-12-17,0.15,0.636,0.214,0.2732
2021-12-18,0.0,1.0,0.0,0.0
2021-12-19,0.0,0.855,0.145,0.296
2021-12-20,0.0,1.0,0.0,0.0
2021-12-21,0.0,0.734,0.266,0.4404
2021-12-22,0.0,1.0,0.0,0.0
2021-12-23,0.188,0.671,0.141,-0.1779
2021-12-24,0.133,0.867,0.0,-0.3182
2021-12-25,0.0,1.0,0.0,0.0
2021-12-26,0.102,0.898,0.0,-0.3818
2021-12-27,0.14,0.551,0.309,0.6124
2021-12-28,0.0,0.769,0.231,0.6369
2021-12-29,0.0,1.0,0.0,0.0
2021-12-30,0.0,1.0,0.0,0.0
2021-12-31,0.0,0.875,0.125,0.4588
2022-01-01,0.266,0.734,0.0,-0.4404
2022-01-02,0.0,1.0,0.0,0.0
2022-01-03,0.0,0.769,0.231,0.5423
2022-01-04,0.0,1.0,0.0,0.0
2022-01-05,0.0,1.0,0.0,0.0
2022-01-06,0.167,0.833,0.0,-0.1027
2022-01-07,0.0,1.0,0.0,0.0
2022-01-08,0.0,0.654,0.346,0.6486
2022-01-09,0.494,0.506,0.0,-0.5994
2022-01-10,0.049,0.903,0.049,0.0
2022-01-11,0.124,0.759,0.117,-0.0258
2022-01-12,0.18,0.82,0.0,-0.296
2022-01-13,0.0,1.0,0.0,0.0
2022-01-14,0.282,0.718,0.0,-0.6249
2022-01-15,0.0,0.825,0.175,0.5267
2022-01-16,0.0,1.0,0.0,0.0
2022-01-17,0.097,0.903,0.0,-0.1027
2022-01-18,0.0,0.73,0.27,0.5719
2022-01-19,0.0,1.0,0.0,0.0
2022-01-20,0.0,0.84,0.16,0.2732
2022-01-21,0.098,0.902,0.0,-0.3612
2022-01-22,0.0,1.0,0.0,0.0
2022-01-23,0.0,0.849,0.151,0.5766
2022-01-24,0.0,0.709,0.291,0.8126
2022-01-25,0.0,0.792,0.208,0.2732
2022-01-26,0.0,1.0,0.0,0.0
2022-01-27,0.177,0.823,0.0,-0.4215
2022-01-28,0.0,0.724,0.276,0.6369
2022-01-29,0.0,1.0,0.0,0.0
2022-01-30,0.0,1.0,0.0,0.0
2022-01-31,0.0,0.56,0.44,0.6705
2022-02-01,0.0,0.673,0.327,0.7783
2022-02-02,0.0,1.0,0.0,0.0
2022-02-03,0.0,1.0,0.0,0.0
2022-02-04,0.0,1.0,0.0,0.0
2022-02-05,0.0,0.724,0.276,0.6369
2022-02-06,0.0,0.769,0.231,0.4019
2022-02-07,0.0,1.0,0.0,0.0
2022-02-08,0.0,1.0,0.0,0.0
2022-02-09,0.0,1.0,0.0,0.0
2022-02-10,0.0,0.0,0.0,0.0
2022-02-11,0.0,1.0,0.0,0.0
2022-02-12,0.0,1.0,0.0,0.0
2022-02-13,0.333,0.667,0.0,-0.25
2022-02-14,0.152,0.618,0.23,0.1027
2022-02-15,0.474,0.526,0.0,-0.743
2022-02-16,0.0,1.0,0.0,0.0
2022-02-17,0.0,0.819,0.181,0.6369
2022-02-18,0.0,1.0,0.0,0.0
2022-02-19,0.0,0.794,0.206,0.3818
2022-02-20,0.328,0.672,0.0,-0.5994
2022-02-21,0.0,1.0,0.0,0.0
2022-02-22,0.0,0.802,0.198,0.6369
2022-02-23,0.0,1.0,0.0,0.0
2022-02-24,0.293,0.707,0.0,-0.4404
2022-02-25,0.167,0.833,0.0,-0.1027
2022-02-26,0.0,0.811,0.189,0.6369
2022-02-27,0.0,1.0,0.0,0.0
2022-02-28,0.0,1.0,0.0,0.0
2022-03-01,0.0,1.0,0.0,0.0
2022-03-02,0.0,1.0,0.0,0.0
2022-03-03,0.101,0.736,0.163,0.3818
2022-03-04,0.0,1.0,0.0,0.0
2022-03-05,0.0,0.783,0.217,0.3612
2022-03-06,0.0,1.0,0.0,0.0
2022-03-07,0.0,0.819,0.181,0.6369
2022-03-08,0.123,0.877,0.0,-0.2732
2022-03-09,0.0,0.682,0.318,0.6369
2022-03-10,0.0,0.488,0.512,0.6369
2022-03-11,0.0,0.784,0.216,0.5106
2022-03-12,0.0,0.84,0.16,0.6369
2022-03-13,0.18,0.82,0.0,-0.296
2022-03-14,0.0,0.806,0.194,0.4767
2022-03-15,0.0,1.0,0.0,0.0
2022-03-16,0.0,1.0,0.0,0.0
2022-03-17,0.191,0.809,0.0,-0.3818
2022-03-18,0.195,0.805,0.0,-0.4404
2022-03-19,0.105,0.726,0.169,0.3818
2022-03-20,0.0,0.826,0.174,0.2263
2022-03-21,0.105,0.726,0.169,0.3818
2022-03-22,0.0,0.724,0.276,0.6369
2022-03-23,0.0,1.0,0.0,0.0
2022-03-24,0.0,1.0,0.0,0.0
2022-03-25,0.0,0.822,0.178,0.3818
2022-03-26,0.162,0.838,0.0,-0.2263
2022-03-27,0.0,1.0,0.0,0.0
2022-03-28,0.111,0.733,0.156,0.2449
2022-03-29,0.0,0.802,0.198,0.6369
2022-03-30,0.0,1.0,0.0,0.0
2022-03-31,0.113,0.887,0.0,-0.1027
2022-04-01,0.0,0.724,0.276,0.6369
2022-04-02,0.0,1.0,0.0,0.0
2022-04-03,0.0,0.722,0.278,0.4019
2022-04-04,0.0,0.742,0.258,0.7096
2022-04-05,0.0,0.704,0.296,0.7096
2022-04-06,0.182,0.699,0.119,-0.2263
2022-04-07,0.0,1.0,0.0,0.0
2022-04-08,0.0,0.62,0.38,0.5994
2022-04-09,0.0,1.0,0.0,0.0
2022-04-10,0.229,0.606,0.165,-0.128
2022-04-11,0.182,0.699,0.119,-0.2263
2022-04-12,0.0,0.756,0.244,0.4404
2022-04-13,0.0,1.0,0.0,0.0
2022-04-14,0.0,1.0,0.0,0.0
2022-04-15,0.256,0.744,0.0,-0.631
2022-04-16,0.0,0.535,0.465,0.8271
2022-04-17,0.166,0.834,0.0,-0.3382
2022-04-18,0.165,0.57,0.266,0.3818
2022-04-19,0.0,0.637,0.363,0.8442
2022-04-20,0.0,1.0,0.0,0.0
2022-04-21,0.0,0.726,0.274,0.34
2022-04-22,0.0,1.0,0.0,0.0
2022-04-23,0.0,1.0,0.0,0.0
2022-04-24,0.0,1.0,0.0,0.0
2022-04-25,0.0,0.877,0.123,0.1027
2022-04-26,0.0,0.784,0.216,0.5106
2022-04-27,0.0,1.0,0.0,0.0
2022-04-28,0.0,0.676,0.324,0.8442
2022-04-29,0.0,0.874,0.126,0.0772
2022-04-30,0.0,0.686,0.314,0.7506
2022-05-01,0.141,0.859,0.0,-0.3506
2022-05-02,0.0,1.0,0.0,0.0
2022-05-03,0.098,0.902,0.0,-0.0772
2022-05-04,0.0,0.798,0.202,0.5106
2022-05-05,0.0,0.791,0.209,0.4404
2022-05-06,0.0,0.542,0.458,0.765
2022-05-07,0.0,0.899,0.101,0.2023
2022-05-08,0.0,0.672,0.328,0.5267
2022-05-09,0.0,0.724,0.276,0.6369
2022-05-10,0.158,0.842,0.0,-0.128
2022-05-11,0.0,0.707,0.293,0.8442
2022-05-12,0.0,1.0,0.0,0.0
2022-05-13,0.0,1.0,0.0,0.0
2022-05-14,0.0,1.0,0.0,0.0
2022-05-15,0.0,1.0,0.0,0.0
2022-05-16,0.0,0.404,0.596,0.7096
2022-05-17,0.0,1.0,0.0,0.0
2022-05-18,0.0,0.698,0.302,0.8442
2022-05-19,0.0,0.724,0.276,0.6369
2022-05-20,0.0,1.0,0.0,0.0
2022-05-21,0.0,1.0,0.0,0.0
2022-05-22,0.0,1.0,0.0,0.0
2022-05-23,0.0,1.0,0.0,0.0
2022-05-24,0.0,0.833,0.167,0.34
2022-05-25,0.0,0.664,0.336,0.8442
2022-05-26,0.0,0.726,0.274,0.34
2022-05-27,0.0,1.0,0.0,0.0
2022-05-28,0.179,0.821,0.0,-0.34
2022-05-29,0.0,1.0,0.0,0.0
2022-05-30,0.0,0.698,0.302,0.8442
2022-05-31,0.107,0.78,0.112,0.0258
2022-06-01,0.0,0.726,0.274,0.34
2022-06-02,0.0,1.0,0.0,0.0
2022-06-03,0.0,0.698,0.302,0.8442
2022-06-04,0.102,0.898,0.0,-0.1779
2022-06-05,0.0,1.0,0.0,0.0
2022-06-06,0.0,0.813,0.187,0.3182
2022-06-07,0.0,0.749,0.251,0.7717
2022-06-08,0.0,0.877,0.123,0.1027
2022-06-09,0.087,0.75,0.163,0.296
2022-06-10,0.123,0.877,0.0,-0.1027
2022-06-11,0.0,1.0,0.0,0.0
2022-06-12,0.0,1.0,0.0,0.0
2022-06-13,0.149,0.851,0.0,-0.1027
2022-06-14,0.0,0.568,0.432,0.765
2022-06-15,0.0,1.0,0.0,0.0
2022-06-16,0.0,1.0,0.0,0.0
2022-06-17,0.0,0.69,0.31,0.6597
2022-06-18,0.192,0.64,0.168,-0.0772
2022-06-19,0.0,1.0,0.0,0.0
2022-06-20,0.0,0.876,0.124,0.1779
2022-06-21,0.0,1.0,0.0,0.0
2022-06-22,0.0,1.0,0.0,0.0
2022-06-23,0.0,0.604,0.396,0.7096
2022-06-24,0.0,0.663,0.337,0.7269
2022-06-25,0.0,1.0,0.0,0.0
2022-06-26,0.0,1.0,0.0,0.0
2022-06-27,0.0,1.0,0.0,0.0
2022-06-28,0.0,0.763,0.237,0.7096
2022-06-29,0.0,0.714,0.286,0.5859
2022-06-30,0.0,0.803,0.197,0.4019
2022-07-01,0.0,0.805,0.195,0.4404
2022-07-02,0.0,1.0,0.0,0.0
2022-07-03,0.0,1.0,0.0,0.0
2022-07-04,0.0,1.0,0.0,0.0
2022-07-05,0.0,1.0,0.0,0.0
2022-07-06,0.0,0.741,0.259,0.6369
2022-07-07,0.0,0.741,0.259,0.6369
2022-07-08,0.0,0.682,0.318,0.6369
2022-07-09,0.0,0.682,0.318,0.6369
2022-07-10,0.127,0.749,0.124,-0.0129
2022-07-11,0.0,0.543,0.457,0.7096
2022-07-12,0.0,0.543,0.457,0.7096
2022-07-13,0.0,0.753,0.247,0.7096
2022-07-14,0.0,0.922,0.078,0.1779
2022-07-15,0.0,0.789,0.211,0.7096
2022-07-16,0.0,1.0,0.0,0.0
2022-07-17,0.0,0.796,0.204,0.3182
2022-07-18,0.286,0.714,0.0,-0.4588
2022-07-19,0.0,0.909,0.091,0.128
2022-07-20,0.0,1.0,0.0,0.0
2022-07-22,0.0,0.575,0.425,0.8625
2022-07-24,0.135,0.773,0.092,-0.2263
2022-07-25,0.0,1.0,0.0,0.0
2022-07-26,0.0,1.0,0.0,0.0
2022-07-27,0.0,0.625,0.375,0.8625
2022-07-28,0.0,0.812,0.188,0.5719
2022-07-29,0.0,1.0,0.0,0.0
2022-07-30,0.091,0.909,0.0,-0.1027
2022-07-31,0.0,1.0,0.0,0.0
2022-08-01,0.0,0.801,0.199,0.6666
2022-08-02,0.0,0.824,0.176,0.4939
2022-08-03,0.0,0.593,0.407,0.8625
2022-08-04,0.0,0.856,0.144,0.4939
2022-08-05,0.0,0.819,0.181,0.6369
2022-08-06,0.0,0.732,0.268,0.296
2022-08-07,0.0,1.0,0.0,0.0
2022-08-08,0.0,0.746,0.254,0.34
2022-08-09,0.0,0.741,0.259,0.6369
2022-08-10,0.0,0.694,0.306,0.6486
2022-08-11,0.0,0.811,0.189,0.4215
2022-08-12,0.0,0.84,0.16,0.6369
2022-08-13,0.0,1.0,0.0,0.0
2022-08-14,0.0,1.0,0.0,0.0
2022-08-15,0.0,1.0,0.0,0.0
2022-08-16,0.397,0.603,0.0,-0.5574
